name,description,url,learning_resource_type,language,thumbnail_url,typical_age_range,text_complexity,author,publisher,use_rights_url,time_required,technical_format,extensions,rating,relevance,lti_link,educational_audience,accessibility_api,accessibility_input_methods,accessibility_features,accessibility_hazards,access_mode,taxonomies,subjects
Groups - Showing G is a group - Part 1,,https://www.youtube.com/embed/JGc_lSq1xSI,Media/Video,en,https://images-staging.opened.com/pictures/1890973/image20170920-4-n16zjs.jpg?1505874483,0-12,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,335.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890973"",""launch_url"":""https://www.opened.io/resources/1890973"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]","[""TEKS.Math.K-5.MPS.1"",""TEKS.Math.6-8.MPS.1"",""TEKS.Math.P.MPS.1"",""TEKS.Math.MMWA.MPS.1"",""TEKS.Math.ISM.MPS.1"",""TEKS.ELA.K.RS.1"",""TEKS.ELA.1.RS.1"",""TEKS.ELA.K-1.RS.1"",""TEKS.ELA.2.RS.1"",""TEKS.ELA.3.RS.1"",""TEKS.ELA.4-5.RF.1"",""TEKS.ELA.6-8.RF.1"",""TEKS.ELA.E1.RV.1"",""TEKS.ELA.E2.RV.1"",""TEKS.ELA.E3.RV.1"",""TEKS.ELA.E4.RV.1"",""TEKS.ELA.ISE.ITR.1"",""TEKS.ELA.R.WR.1"",""TEKS.ELA.CRSS.RW.1"",""TEKS.ELA.VMAP.RIVR.1"",""TEKS.ELA.CM.HE.1"",""TEKS.ELA.LG.EV.1"",""TEKS.ELA.CW.VA.1"",""TEKS.ELA.RTW.WVPA.1"",""TEKS.ELA.PWS.CM.1"",""TEKS.ELA.H.LAF.1"",""TEKS.ELA.PS.PSR.1"",""TEKS.ELA.CA.CP.1"",""TEKS.ELA.OI.DT.1"",""TEKS.ELA.D.RS.1"",""TEKS.ELA.ISS.P.1"",""TEKS.ELA.J.MD.1"",""TEKS.ELA.ISJ.JS.1"",""TEKS.ELA.ABJ.UBM.1"",""TEKS.ELA.P.IC.1"",""TEKS.ELA.AJYNLM.SR.1""]",[]
SAT Math Question #8,,https://www.youtube.com/embed/FLW0Uu4HYic,Media/Video,en,https://images-staging.opened.com/pictures/1890974/image20170920-4-4ysohn.jpg?1505874873,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,132.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890974"",""launch_url"":""https://www.opened.io/resources/1890974"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
SAT Math Question #7,,https://www.youtube.com/embed/Y3uu3Hsk4QU,Media/Video,en,https://images-staging.opened.com/pictures/1890975/image20170920-4-3o40tt.jpg?1505874897,2-2,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,71.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890975"",""launch_url"":""https://www.opened.io/resources/1890975"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]","[""316536d0-12a7-11e8-afd8-0242ac120005""]",[]
SAT Math Question #6,,https://www.youtube.com/embed/MGLJxfVqXYI,Media/Video,en,https://images-staging.opened.com/pictures/1890976/image20170920-4-1ly3d35.jpg?1505874925,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,225.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890976"",""launch_url"":""https://www.opened.io/resources/1890976"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
SAT Math Question #5,,https://www.youtube.com/embed/6P3HIXKjsKU,Media/Video,en,https://images-staging.opened.com/pictures/1890977/image20170920-4-brlp0x.jpg?1505874949,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,103.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890977"",""launch_url"":""https://www.opened.io/resources/1890977"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
SAT Math Question #4,,https://www.youtube.com/embed/-NjMiHFV-yQ,Media/Video,en,https://images-staging.opened.com/pictures/1890978/image20170920-4-1627qyf.jpg?1505874977,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,136.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890978"",""launch_url"":""https://www.opened.io/resources/1890978"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Related Rates #5 Involving Baseball!,,https://www.youtube.com/embed/jHBqcKW4Xk0,Media/Video,en,https://images-staging.opened.com/pictures/1890979/image20170920-4-r1bz5t.jpg?1505875002,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,209.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890979"",""launch_url"":""https://www.opened.io/resources/1890979"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Using the Quadratic Formula,,https://www.youtube.com/embed/EeVqtpuMFOU,Media/Video,en,https://images-staging.opened.com/pictures/1890980/image20170920-4-1v1qxcq.jpg?1505875325,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,382.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890980"",""launch_url"":""https://www.opened.io/resources/1890980"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
❖ First Order Linear Differential Equations ❖,,https://www.youtube.com/embed/Et4Y41ZNyao,Media/Video,en,https://images-staging.opened.com/pictures/1890981/image20170920-4-1gysn5t.jpg?1505875425,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,349.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890981"",""launch_url"":""https://www.opened.io/resources/1890981"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Arc Length,,https://www.youtube.com/embed/PwmCZAWeRNE,Media/Video,en,https://images-staging.opened.com/pictures/1890982/image20170920-4-1rdnpa0.jpg?1505875911,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,601.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890982"",""launch_url"":""https://www.opened.io/resources/1890982"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
SAT MATH - Part 3,,https://www.youtube.com/embed/HmH0NL4ywTs,Media/Video,en,https://images-staging.opened.com/pictures/1890983/image20170920-4-rz7kn4.jpg?1505876705,0-12,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,587.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890983"",""launch_url"":""https://www.opened.io/resources/1890983"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]","[""TEKS.Math.K.NO.3"",""TEKS.Math.1.NO.3"",""TEKS.Math.2.NO.3"",""TEKS.Math.3.NO.3"",""TEKS.Math.4.NO.3"",""TEKS.Math.5.NO.3"",""TEKS.Math.6.NO.3"",""TEKS.Math.7.NO.3"",""TEKS.Math.8.P.3"",""TEKS.Math.P.RGR.3"",""TEKS.Math.MMWA.MMPF.3"",""TEKS.ELA.K.RS.3"",""TEKS.ELA.1.RS.3"",""TEKS.ELA.2.SR.3"",""TEKS.ELA.3.RF.3"",""TEKS.ELA.4.CL.3"",""TEKS.ELA.5.CL.3"",""TEKS.ELA.6.CL.3"",""TEKS.ELA.7.CL.3"",""TEKS.ELA.8.CLT.3"",""TEKS.ELA.E1.CL.3"",""TEKS.ELA.E2.CL.3"",""TEKS.ELA.E3.CL.3"",""TEKS.ELA.E4.CL.3"",""TEKS.ELA.R.RVP.3"",""TEKS.ELA.CRSS.CT.3"",""TEKS.ELA.VMAP.PVR.3"",""TEKS.ELA.CM.IA.3"",""TEKS.ELA.LG.RC.3"",""TEKS.ELA.CW.UM.3"",""TEKS.ELA.RTW.WI.3"",""TEKS.ELA.PWS.RVA.3"",""TEKS.ELA.H.LR.3"",""TEKS.ELA.PS.I.3"",""TEKS.ELA.CA.C.3"",""TEKS.ELA.OI.RR.3"",""TEKS.ELA.D.PV.3"",""TEKS.ELA.ISS.P.3"",""TEKS.ELA.J.RA.3"",""TEKS.ELA.ABJ.NI.3"",""TEKS.ELA.P.P.3"",""TEKS.ELA.AJYNLM.PC.3""]",[]
SAT Math - Part 2,,https://www.youtube.com/embed/wQBtda91Vgw,Media/Video,en,https://images-staging.opened.com/pictures/1890984/image20170920-4-gl67gh.jpg?1505876739,0-12,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,550.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890984"",""launch_url"":""https://www.opened.io/resources/1890984"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]","[""TEKS.Math.K.NO.2"",""TEKS.Math.1.NO.2"",""TEKS.Math.2.NO.2"",""TEKS.Math.3.NO.2"",""TEKS.Math.4.NO.2"",""TEKS.Math.5.NO.2"",""TEKS.Math.6.NO.2"",""TEKS.Math.7.NO.2"",""TEKS.Math.8.NO.2"",""TEKS.Math.P.F.2"",""TEKS.Math.MMWA.MMPF.2"",""TEKS.ELA.K.RS.2"",""TEKS.ELA.1.RS.2"",""TEKS.ELA.2.RS.2"",""TEKS.ELA.3.SR.2"",""TEKS.ELA.4-5.RV.2"",""TEKS.ELA.4.RV.2"",""TEKS.ELA.5.RV.2"",""TEKS.ELA.6-8.RV.2"",""TEKS.ELA.6.RV.2"",""TEKS.ELA.7.RV.2"",""TEKS.ELA.8.RV.2"",""TEKS.ELA.E1.CL.2"",""TEKS.ELA.E2.CL.2"",""TEKS.ELA.E3.CL.2"",""TEKS.ELA.E4.CL.2"",""TEKS.ELA.ISE.WTVR.2"",""TEKS.ELA.R.EV.2"",""TEKS.ELA.CRSS.EV.2"",""TEKS.ELA.VMAP.AC.2"",""TEKS.ELA.CM.TF.2"",""TEKS.ELA.LG.AFP.2"",""TEKS.ELA.CW.RW.2"",""TEKS.ELA.RTW.RW.2"",""TEKS.ELA.PWS.RW.2"",""TEKS.ELA.H.SR.2"",""TEKS.ELA.PS.SF.2"",""TEKS.ELA.CA.I.2"",""TEKS.ELA.OI.S.2"",""TEKS.ELA.D.AI.2"",""TEKS.ELA.ISS.R.2"",""TEKS.ELA.J.UM.2"",""TEKS.ELA.ISJ.VR.2"",""TEKS.ELA.ABJ.BP.2"",""TEKS.ELA.P.VR.2"",""TEKS.ELA.AJYNLM.JE.2""]",[]
SAT Math - Part 1,,https://www.youtube.com/embed/ZZJfpdtThb8,Media/Video,en,https://images-staging.opened.com/pictures/1890985/image20170920-4-125wek9.jpg?1505876771,0-12,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,508.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890985"",""launch_url"":""https://www.opened.io/resources/1890985"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]","[""TEKS.Math.K-5.MPS.1"",""TEKS.Math.6-8.MPS.1"",""TEKS.Math.P.MPS.1"",""TEKS.Math.MMWA.MPS.1"",""TEKS.Math.ISM.MPS.1"",""TEKS.ELA.K.RS.1"",""TEKS.ELA.1.RS.1"",""TEKS.ELA.K-1.RS.1"",""TEKS.ELA.2.RS.1"",""TEKS.ELA.3.RS.1"",""TEKS.ELA.4-5.RF.1"",""TEKS.ELA.6-8.RF.1"",""TEKS.ELA.E1.RV.1"",""TEKS.ELA.E2.RV.1"",""TEKS.ELA.E3.RV.1"",""TEKS.ELA.E4.RV.1"",""TEKS.ELA.ISE.ITR.1"",""TEKS.ELA.R.WR.1"",""TEKS.ELA.CRSS.RW.1"",""TEKS.ELA.VMAP.RIVR.1"",""TEKS.ELA.CM.HE.1"",""TEKS.ELA.LG.EV.1"",""TEKS.ELA.CW.VA.1"",""TEKS.ELA.RTW.WVPA.1"",""TEKS.ELA.PWS.CM.1"",""TEKS.ELA.H.LAF.1"",""TEKS.ELA.PS.PSR.1"",""TEKS.ELA.CA.CP.1"",""TEKS.ELA.OI.DT.1"",""TEKS.ELA.D.RS.1"",""TEKS.ELA.ISS.P.1"",""TEKS.ELA.J.MD.1"",""TEKS.ELA.ISJ.JS.1"",""TEKS.ELA.ABJ.UBM.1"",""TEKS.ELA.P.IC.1"",""TEKS.ELA.AJYNLM.SR.1"",""316536d0-12a7-11e8-afd8-0242ac120005""]","[""Mathematics""]"
❖ Improper Integral - Basic Idea and Example ❖,,https://www.youtube.com/embed/85-HNJyuyrU,Media/Video,en,https://images-staging.opened.com/pictures/1890986/image20170920-4-5wmvs8.jpg?1505877075,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,383.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890986"",""launch_url"":""https://www.opened.io/resources/1890986"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
L'Hospital's Rule - Indeterminate Differences,,https://www.youtube.com/embed/iKu4SGIeVjg,Media/Video,en,https://images-staging.opened.com/pictures/1890987/image20170920-4-1j93upd.jpg?1505877613,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,425.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890987"",""launch_url"":""https://www.opened.io/resources/1890987"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
L'Hospital's Rule - Indeterminate Products,,https://www.youtube.com/embed/9DI4Rlzrae8,Media/Video,en,https://images-staging.opened.com/pictures/1890988/image20170920-4-m1e306.jpg?1505877639,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,345.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890988"",""launch_url"":""https://www.opened.io/resources/1890988"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
❖ LaGrange Multipliers - Finding Maximum or Minimum Values ❖,,https://www.youtube.com/embed/ry9cgNx1QV8,Media/Video,en,https://images-staging.opened.com/pictures/1890989/image20170920-4-1gv7u49.jpg?1505877870,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,597.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890989"",""launch_url"":""https://www.opened.io/resources/1890989"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Finding the Least Common Multiple!!,,https://www.youtube.com/embed/drZopvFRa7s,Media/Video,en,https://images-staging.opened.com/pictures/1890990/image20170920-4-h26z5r.jpg?1505878370,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,560.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890990"",""launch_url"":""https://www.opened.io/resources/1890990"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
❖ Basic Integration Problems,,https://www.youtube.com/embed/aw_VM_ZDeIo,Media/Video,en,https://images-staging.opened.com/pictures/1890991/image20170920-4-1mrwzkg.jpg?1505878577,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,601.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890991"",""launch_url"":""https://www.opened.io/resources/1890991"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
More Complicated Derivative Examples,,https://www.youtube.com/embed/lnTJ7bERPpI,Media/Video,en,https://images-staging.opened.com/pictures/1890992/image20170920-4-yttwe7.jpg?1505878618,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,556.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1890992"",""launch_url"":""https://www.opened.io/resources/1890992"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Four Basic Proof Techniques Used in Mathematics,,https://www.youtube.com/embed/V5tUc-J124s,Media/Video,en,https://images-staging.opened.com/pictures/1891007/image20171007-4-15esdxe.jpg?1507359032,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,1358.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1891007"",""launch_url"":""https://www.opened.io/resources/1891007"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Dijkstra's Algorithm : A Quick Intro on How it Works,,https://www.youtube.com/embed/eFZCPlZCyIM,Media/Video,en,https://images-staging.opened.com/pictures/1891009/image20171021-4-106rcee.jpg?1508568653,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,535.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1891009"",""launch_url"":""https://www.opened.io/resources/1891009"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Two Door Puzzle from 'The Labrinth' - Can You Solve It?!,,https://www.youtube.com/embed/6zEm1Y-Jvow,Media/Video,en,https://images-staging.opened.com/pictures/1891010/image20171028-4-1aem03a.jpg?1509173414,,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,526.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1891010"",""launch_url"":""https://www.opened.io/resources/1891010"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
Bobby Fischer CRUSHES Robatsch in a Miniature!,,https://www.youtube.com/embed/gNN1Q1YsR-o,Media/Video,en,https://images-staging.opened.com/pictures/1891011/image20171028-4-16jiml1.jpg?1509173419,2-2,"{""flesch-kincaid"":null,""lexile"":null}","",patrickJMT,,1248.0,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1891011"",""launch_url"":""https://www.opened.io/resources/1891011"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]","[""31645878-12a7-11e8-9f72-0242ac120005""]",[]
it's a test video,"",https://www.youtube.com/embed/Q0CbN8sfihY,Media/Video,en,,1-1,"{""flesch-kincaid"":null,""lexile"":null}",Lucas Teacher,lucas teacher,,,,{},3.0,0.0,"{""title"":""https://www.opened.io/resources/1891565"",""launch_url"":""https://www.opened.io/resources/1891565"",""description"":"""",""extension"":"""",""secure_launch_url"":"""",""icon"":"""",""secure_icon"":"""",""vendor"":{""code"":""NULL"",""name"":""OpenEd""},""cartridge_icon"":{""name"":""NULL"",""resourceUri"":""NULL""},""cartridge_bundle"":{""name"":""NULL"",""resourceUri"":""NULL""}}",[],[],"[""fullMouseControl""]",[],[],"[""auditory"",""color"",""textOnImage"",""visual""]",[],[]
